id,value
1,-53
1,-35
1,-117
1,-44
1,17
1,-15
1,19
1,138
1,22
1,-14
1,34
1,-40
1,-57
1,-43
1,-26
1,-59
1,-28
1,94
1,-65
1,6
1,-6
1,52
1,28
1,-85
1,-88
1,-66
1,-27
1,-1
1,93
1,-330
1,59
1,-19
1,13
1,198
1,33
1,211
1,59
1,-50
1,-57
1,-79
1,-228
1,-79
1,-73
1,-58
1,73
1,80
1,38
1,128
1,-56
1,-55
1,-85
1,-113
1,112
1,-76
1,-52
1,-28
1,36
1,105
1,-14
1,24
1,71
1,16
1,312
1,69
1,43
1,35
1,18
1,-1
1,100
1,-21
1,-5
1,32
1,24
1,-78
1,-102
1,150
1,10
1,172
1,-160
1,154
1,-111
1,21
1,-10
1,-112
1,42
1,48
1,-109
1,133
1,175
1,-69
1,211
1,-8
1,-80
1,47
1,-198
1,-111
1,62
1,-161
1,32
1,-182
1,-1
1,73
1,-81
1,-34
1,145
1,40
1,-29
1,237
1,40
1,-30
1,83
1,-50
1,36
1,67
1,35
1,46
1,-13
1,-62
1,-21
1,-17
1,-30
1,-2
1,9
1,74
1,-60
1,177
1,-2
1,49
1,287
1,44
1,290
1,-10
1,-291
1,-26
1,-51
1,-185
1,-20
1,42
1,-29
1,63
1,152
1,-238
1,327
1,50
1,361
1,-29
1,-70
1,-52
1,-107
1,-139
1,-40
1,-251
1,-159
1,194
1,115
1,30
1,27
1,-41
1,143
1,-51
1,-31
1,48
1,3
1,-81
1,38
1,41
1,25
1,27
1,106
1,7
1,120
1,27
1,-99
1,-63
1,-150
1,-70
1,-89
1,24
1,-46
1,-4
1,-56
1,-53
1,-45
1,-35
1,-42
1,-27
1,-23
1,-29
1,116
1,192
1,-44
1,-36
1,44
1,5
1,156
1,62
1,-22
1,18
1,42
1,-86
1,-5
1,80
1,-10
1,154
1,21
1,14
1,24
1,11
1,2
1,222
1,-10
1,80
1,-59
1,-65
1,159
1,-36
1,-111
1,207
1,-31
1,232
1,104
1,1
1,-1
1,-4
1,6
1,-71
1,-1
1,-19
1,-14
1,-254
1,-22
1,-19
1,134
1,49
1,-40
1,-13
1,199
1,-5
1,-9
1,-36
1,2
1,15
1,45
1,-22
1,3
1,-6
1,68
1,57
1,150
1,13
1,163
1,-107
1,-138
1,-71
1,-86
1,-25
1,14
1,-34
1,28
1,-42
1,-60
1,-67
1,25
1,10
1,-19
1,-39
1,-50
1,11
1,-41
1,-22
1,-57
1,-2
1,249
1,-69
1,223
1,22
1,-47
1,-31
1,-25
1,-27
1,33
1,363
1,64
1,-55
1,11
1,21
1,160
1,-18
1,8
1,-65
1,-4
1,24
1,-169
1,126
1,17
1,-452
1,45
1,120
1,558
1,55
1,1
1,5
1,-64
1,-10
1,-99
1,-40
1,44
1,-1
1,-6
1,-31
1,-6
1,-9
1,1
1,-2
1,-136
1,-49
1,-15
1,48
1,-8
1,-85
1,63
1,19
1,141
1,-71
1,254
1,70
1,24
1,99
1,-220
1,-8
1,-295
1,-133
1,-30
1,-128
1,98
1,137
1,-17
1,60
1,119
1,6
1,33
1,128
1,-16
1,49
1,-72
1,-75
1,-61
1,-15
1,-36
1,-18
1,136
1,-191
1,76
1,-21
1,-51
1,21
1,-74
1,35
1,34
1,-196
1,41
1,46
1,96
1,103
1,-68
1,373
1,-25
1,-42
1,-153
1,159
1,-25
1,-243
1,55
1,177
1,427
1,-13
1,-39
1,-45
1,-72
1,23
1,19
1,66
1,63
1,-38
1,-29
1,-69
1,-49
1,-3
1,-2
1,-3
1,-6
1,65
1,1
1,4
1,-55
1,53
1,3
1,-1
1,36
1,-38
1,-8
1,-39
1,42
1,15
1,62
1,-86
1,-13
1,-107
1,4
1,12
1,-144
1,106
1,-183
1,24
1,-50
1,179
1,75
1,245
1,-8
1,-76
1,12
1,-75
1,36
1,-161
1,-123
1,-133
1,148
1,-9
1,251
1,10
1,-21
1,-7
1,28
1,11
1,-48
1,-133
1,-25
1,-145
1,79
1,242
1,307
1,-171
1,-215
1,311
1,-116
1,166
1,-273
1,358
1,-327
1,144
1,-429
1,401
1,-285
1,221
1,-107
1,18
1,36
1,16
1,44
1,-1
1,107
1,-127
1,-114
1,4
1,-1
1,-2
1,-4
1,3
1,2
1,1
1,1
1,-1
1,-2
1,-7
1,-5
1,-15
1,-20
1,22
1,10
1,26
1,11
1,-83
1,-167
1,36
1,37
1,-16
1,89
1,-49
1,-95
1,-5
1,19
1,64
1,130
1,130
1,18
1,-8
1,13
1,-68
1,-30
1,-47
1,-177
1,-50
1,-160
1,21
1,265
1,-24
1,216
1,3
1,2
1,-6
1,7
1,-8
1,-43
1,-12
1,-8
1,-9
1,40
1,38
1,-14
1,-13
1,77
1,7
1,26
1,48
1,-392
1,148
1,-123
1,46
1,-31
1,-27
1,-86
1,54
1,65
1,8
1,25
1,-3
1,40
1,-4
1,-1
1,1
1,-4
1,1
1,-2
1,3
1,-4
1,1
1,-1
1,-4
1,1
1,-5
1,5
1,-12
1,7
1,7
1,10
1,16
1,-6
1,1
1,-82
1,-33
1,-28
1,15
1,20
1,2
1,-3
1,15
1,8
1,2
1,-11
1,-4
1,3
1,-48
1,61
1,-5
1,-8
1,-21
1,-16
1,11
1,5
1,34
1,12
1,-6
1,9
1,-1
1,-5
1,-2
1,-4
1,-8
1,-3
1,-4
1,-2
1,-3
1,-2
1,3
1,-2
1,34
1,10
1,-5
1,-28
1,51
1,-325
1,-32
1,29
1,-2
1,45
1,3
1,-1
1,26
1,28
1,-7
1,2
1,75
1,-25
1,1
1,-2
1,-1
1,3
1,-2
1,1
1,2
1,-5
1,2
1,4
1,2
1,-1
1,-3
1,-9
1,-4
1,10
1,47
1,-53
1,-65
1,-18
1,-106
1,5
1,8
1,-2
1,14
1,10
1,-2
1,19
1,-38
1,-9
1,14
1,-17
1,-20
1,2
1,11
1,-9
1,-26
1,9
1,6
1,42
1,20
1,-7
1,-2
1,8
1,2
1,3
1,-5
1,4
1,4
1,3
1,-4
1,11
1,5
1,6
1,-5
1,10
1,-4
1,4
1,-2
1,-2
1,4
1,-164
1,30
1,25
1,38
1,33
1,27
1,-8
1,13
1,3
1,-9
1,266
1,19
1,35
1,-16
1,-41
1,-9
1,-2
1,-5
1,-6
1,2
1,-3
1,19
1,-2
1,16
1,17
1,-6
1,27
1,33
1,-3
1,-1
1,2
1,-13
1,-3
1,-2
1,-15
1,-28
1,-26
1,-46
1,-97
1,8
1,-39
1,47
1,36
1,-80
1,30
1,-110
1,7
1,-5
1,-2
1,2
1,-2
1,-3
1,-8
1,-1
1,-7
1,-25
1,8
1,-16
1,-12
1,-17
1,-5
1,-1
1,-4
1,1
1,3
1,5
1,-4
1,-6
1,-5
1,-7
1,17
1,3
1,-4
1,-7
1,8
1,6
1,-9
1,-5
1,-37
1,92
1,-15
1,-415
1,21
1,-10
1,118
1,-60
1,12
1,15
1,18
1,-146
1,5
1,3
1,-13
1,-18
1,-5
1,-4
1,16
1,19
1,-3
1,-7
1,19
1,12
1,-5
1,3
1,16
1,14
1,-1
1,-4
1,15
1,22
1,8
1,-3
1,4
1,10
1,-10
1,-42
1,4
1,-9
1,-120
1,43
1,-157
1,2
1,42
1,-108
1,75
1,-49
1,-8
1,11
1,-6
1,7
1,-5
1,-5
1,6
1,-7
1,6
1,-6
1,-2
1,11
1,-6
1,1
1,-6
1,-4
1,5
1,-3
1,11
1,2
1,-7
1,8
1,4
1,2
1,-9
1,3
1,-12
1,-3
1,8
1,157
1,16
1,372
1,10
1,-120
1,-41
1,-55
1,146
1,-148
1,284
1,-22
1,-59
1,-133
1,-27
1,-133
1,-11
1,16
1,-12
1,-11
1,20
1,-11
1,-7
1,-9
1,-15
1,-3
1,-20
1,-6
1,-2
1,-1
1,-21
1,-17
1,3
1,3
1,-14
1,-13
1,3
1,2
1,-7
1,-5
1,3
1,-7
1,-19
1,-23
1,36
1,10
1,24
1,-9
1,2
1,10
1,-10
1,-8
1,6
1,5
1,-11
1,-7
1,9
1,6
1,-4
1,-7
1,9
1,6
1,-8
1,-5
1,11
1,9
1,-3
1,-8
1,10
1,10
1,-5
1,-6
1,10
1,10
1,-2
1,-4
1,9
1,9
1,-1
1,1
1,1
1,30
1,6
1,-254
1,-257
1,20
1,-118
1,160
1,385
1,-19
1,386
1,-20
1,-19
1,2
1,-57
1,18
1,3
1,3
1,22
1,5
1,-1
1,-4
1,-1
1,12
1,6
1,4
1,2
1,-2
1,-6
